Country Name,Country Code,year,borrow_any,fin_account,distance,lack_doc,lack_trust,save_fin_acc,credit_c_purch,mm_account,save_any,imputer
Greece,GRC,2021,0.4772999999999999,0.9488,0.13395,0.1291,0.11564999999999995,0.2648999999999999,0.1801,0.21624999999999994,0.4502,Mediana
Guatemala,GTM,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
Guinea,GIN,2021,0.5696,0.1377,0.3354999999999999,0.3889,0.222,0.049,0.25780000000000003,0.2151,0.4467,Mediana
Haiti,HTI,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
Honduras,HND,2021,0.3768999999999999,0.3388,0.2671,0.1977,0.2534,0.1055,0.25780000000000003,0.0886999999999999,0.2884,Mediana
"Hong Kong SAR, China",HKG,2021,0.7301000000000001,0.978,0.13395,0.1291,0.11564999999999995,0.5948,0.6867,0.21624999999999994,0.679,Mediana
Hungary,HUN,2021,0.296,0.8822,0.0084,0.0139999999999999,0.0334,0.3191,0.1235,0.21624999999999994,0.5878,Mediana
Iceland,ISL,2021,0.853,1.0,0.13395,0.1291,0.11564999999999995,0.7584000000000001,0.6814,0.21624999999999994,0.8867,Mediana
India,IND,2021,0.4478999999999999,0.773,0.1043999999999999,0.0652,0.0775,0.1275,0.25780000000000003,0.1043999999999999,0.2355,Mediana
Indonesia,IDN,2021,0.4159,0.5051,0.2119,0.1694,0.0623,0.1956,0.25780000000000003,0.0929,0.4907999999999999,Mediana
